alcoholPercentage,assortmentText,grapes,packagingLevel1,sugarContentGramPer100ml,supplierName,tasteClockBody,tasteClockOakFlavor,tasteClockAcidity,tasteClockTannins,tasteClockSweetness,tasteClocks,tasteSymbols,vintage,volumeText,productNumber_Artnr,productNumberShort_Varunr,Name,Producer_Name,Product_Group_Details,Headline,Actual_Price,Country,Region,origin,productId_ArtId,Units_sold
,,,,,,,,,,,,,,,271501,2715,Leva Chardonnay Misket Dimiat & Muscat,Vinex Slavyantsi,White Wine,"White Wines, Grapey & Floral",75.0,Bulgarian,Thracian lowlands,Thracian lowlands,13366222,64832.0
,,,,,,,,,,,,,,,741501,7415,Marqués de Monistrol Rosé,Marqués de Monistrol,Sparkling Wine,"Sparkling Wines, Rosé",75.0,Spain,Cava,Cava,3945,14406.0
8.5,regular in-store stock,"['Airén', 'Macabeo', 'Sauvignon blanc', 'Verdejo']",lighter glass bottle,2.6,Hermansson & Co AB,3.0,1.0,8.0,0.0,5.0,"[{'key': 'TasteClockSweetness', 'value': 5}, {'key': 'TasteClockBody', 'value': 3}, {'key': 'TasteClockFruitacid', 'value': 8}]",['Sällskapsdryck'],2023.0,750 ml,7235001,72350,Black Tower Organic White Bubbly,Reh Kendermann,White Wine,"White Wines, Light & Rounded",76.0,EU,EU,EU,825084,208674.0
,,,,,,,,,,,,,,,1643401,16434,Jacob's Creek Semillon Chardonnay,Orlando,White Wine,"White Wines, Fresh & Fruity",76.0,Australia,South Eastern Australia,South Eastern Australia,16594,67338.0
,,,,,,,,,,,,,,,682301,6823,Rosemount Shiraz Cabernet,Rosemount Estate,Red Wine,"Red Wines, Soft & Berry-like",76.0,Australia,South Eastern Australia,South Eastern Australia,4489,44601.0
12.5,regular in-store stock,['Gewürztraminer'],Glass bottle,0.6,VCT Sweden AB,5.0,1.0,8.0,0.0,2.0,"[{'key': 'TasteClockSweetness', 'value': 2}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 8}]","['Asiatiskt', 'Fisk', 'Fågel']",2022.0,750 ml,668001,6680,Cono Sur Bicicleta Gewürztraminer,Viña Cono Sur,White Wine,"White Wines, Grapey & Floral",77.0,Chile,Sur region,Valle del Bío-Bío,623069,90594.0
,,,,,,,,,,,,,,,7339301,73393,Jaume Serra Rose Bouquet Cava Brut,Jaume Serra,Sparkling Wine,"Sparkling Wines, Dry",77.0,Spain,Cava,Cava,24485461,2689.0
,,,,,,,,,,,,,,,7591201,75912,Jaume Serra Tulip Bouquet Cava Rosé,Jaume Serra,Sparkling Wine,"Sparkling Wines, Rosé",77.0,Spain,Cava,Cava,24485460,1289.0
,,,,,,,,,,,,,,,7431201,74312,LAB Reserva,Casa Santos Lima,Red Wine,"Red Wines, Fruity & Flavorful",77.0,Portugal,Lisbon,Lisbon,852260,104050.0
,,,,,,,,,,,,,,,537201,5372,Peacock,WG Herxheim am Berg,White Wine,"White Wines, Fresh & Fruity",77.0,Germany,Palatinate,Palatinate,741805,47616.0
,,,,,,,,,,,,,,,7484101,74841,Perfect day Pink Bubbles,Contemporary Wines AB,Sparkling Wine,"Sparkling Wines, Rosé",77.0,Italian,Italian,Italian,19366343,30.0
,,,,,,,,,,,,,,,680201,6802,Jacob's Creek Earth Vine Grape Shiraz Cabernet Sauvignon,Jacob's Creek Wines,Red Wine,Red Wines,77.0,Australia,South Eastern Australia,South Eastern Australia,925676,14.0
13.0,regular in-store stock,"['Jaen', 'Touriga naçional', 'Tinta roriz', 'Alfrocheiro']",lighter glass bottle,0.0,Amka Vinimport AB,7.0,8.0,10.0,7.0,0.0,"[{'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockRoughness', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Lamm', 'Nöt']",2021.0,750 ml,1252001,12520,Dão Casal Mor,Caves Primavera,Red Wine,"Red Wines, Spicy & Robust",77.0,Portugal,Dão,Dão,12658,142697.0
13.5,regular in-store stock,"['Shiraz', 'Tinta barroca']",lighter glass bottle,0.7,Giertz Vinimport AB,7.0,4.0,9.0,7.0,0.0,"[{'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockRoughness', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt']",2021.0,750 ml,256501,2565,Cigarra Reserva Shiraz Tinta Barroca,Casa Santos Lima,Red Wine,"Red Wines, Spicy & Robust",77.0,Portugal,Lisbon,Lisbon,368246,233474.0
,,,,,,,,,,,,,,,267001,2670,René Barbier Viña Augusta,René Barbier,White Wine,"White Wines, Light & Rounded",78.0,Spain,Katalonien,Katalonien,1965,94634.0
,,,,,,,,,,,,,,,723001,7230,Relax Riesling,Schmitt Söhne,White Wine,"White Wines, Grapey & Floral",78.0,Germany,Rheinhessen,Rheinhessen,21947,109606.0
,,,,,,,,,,,,,,,649301,6493,Lobita Loca Sauvignon Blanc Verdejo,Bodegas Parra Jimenez,White Wine,"White Wines, Fresh & Fruity",79.0,Spain,Kastilien-La Mancha,VdlT Castilla,2408081,2094.0
,,,,,,,,,,,,,,,275801,2758,Surcador Moscatel de Alejandría,Vina Prado,White Wine,"White Wines, Full-bodied & Flavorful",79.0,Chile,Sur region,Valle del Itata,24660899,794.0
,,,,,,,,,,,,,,,233701,2337,Montepulciano d'Abruzzo Umani Ronchi,Umani Ronchi,Red Wine,"Red Wines, Soft & Berry-like",79.0,Italian,Abruzzerna,Montepulciano d'Abruzzo,7885,131747.0
13.0,regular in-store stock,['Chardonnay'],Glass bottle,0.5,Winepartners Nordic AB,6.0,4.0,9.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fisk', 'Fläsk', 'Fågel']",2021.0,750 ml,704601,7046,Glen Ellen Chardonnay Reserve,Glen Ellen,White Wine,"White Wines, Fresh & Fruity",79.0,USA,California,California,6297,71365.0
,,,,,,,,,,,,,,,746901,7469,Königsmosel Riesling,Ewald Theod Drathen,White Wine,"White Wines, Grapey & Floral",79.0,Germany,Mosel,Mosel,7433,235480.0
,,,,,,,,,,,,,,,7375501,73755,Ernst Mousserande Brut,Domaine Wines Sweden AB,Sparkling Wine,"Sparkling Wines, Dry",79.0,France,France,France,24496776,4030.0
,,,,,,,,,,,,,,,7677801,76778,Zupreme Zinfandel,Brandpartners AB,Red Wine,"Red Wines, Soft & Berry-like",79.0,USA,USA,USA,819350,79050.0
,,,,,,,,,,,,,,,5278001,52780,Moncaro Bianco Organic,Terre Cortesi Moncaro,White Wine,White Wines,79.0,Italian,Marche,Marche,38949267,12.0
,,,,,,,,,,,,,,,1243401,12434,Lambrusco dell'Emilia Bianco,Donelli,White Wine,White Wines,79.0,Italian,Emilia-Romagna,Emilia,12583,849.0
,,,,,,,,,,,,,,,591401,5914,Ruppertsberger Hofstück Riesling,Ruppertsberger Weinkeller Hoheburg eG,White Wine,"White Wines, Fresh & Fruity",79.0,Germany,Palatinate,Palatinate,10703,394186.0
12.0,regular in-store stock,"['Irsai olivér', 'Ezerjó', 'Cserszegi füszeres', 'Olaszrizling']",Glass bottle,1.1,Brandpartners AB,4.0,1.0,9.0,0.0,2.0,"[{'key': 'TasteClockSweetness', 'value': 2}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Buffémat', 'Fisk', 'Fågel', 'Grönsaker']",2023.0,750 ml,260501,2605,Bitchy Blend,Molnár Borház Pincészet,White Wine,"White Wines, Grapey & Floral",79.0,Hungary,North Transdanubia,Mór,24556313,18346.0
11.5,available on order,"['Monastrell', 'Pinot noir']",Glass bottle,1.0,Brandpartners AB,5.0,1.0,9.0,0.0,2.0,"[{'key': 'TasteClockSweetness', 'value': 2}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fisk', 'Fågel', 'Grönsaker', 'Sällskapsdryck']",2018.0,750 ml,7276801,72768,Federico Paternina Cava Brut Rosé,United Wineries,Sparkling Wine,"Sparkling Wines, Rosé",79.0,Spain,Cava,Cava,24441292,1235.0
,,,,,,,,,,,,,,,224101,2241,Il Cuore Per Martina Appassimento,Brandpartners AB,Red Wine,"Red Wines, Spicy & Robust",79.0,Italian,Venetien,Venetien,639124,12.0
,,,,,,,,,,,,,,,232101,2321,KWV Cathedral Cellar Sauvignon blanc,KWV,White Wine,"White Wines, Fresh & Fruity",79.0,South Africa,Western Cape,Swartland,24645984,2690.0
13.0,available on order,['Sauvignon blanc'],Glass bottle,0.39,Philipson Söderberg AB,0.0,0.0,0.0,0.0,0.0,[],[],2023.0,750 ml,7569401,75694,Finca Las Moras Sauvignon Blanc,Finca Las Moras,White Wine,White Wines,79.0,Argentina,Argentina,Argentina,24048729,110.0
12.0,regular in-store stock,"['Riesling', 'Sauvignon blanc']",lighter glass bottle,2.0,Henkell Freixenet Nordic AB,4.0,1.0,8.0,0.0,4.0,"[{'key': 'TasteClockSweetness', 'value': 4}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 8}]","['Buffémat', 'Fisk', 'Grönsaker', 'Sällskapsdryck']",2022.0,750 ml,290301,2903,Chapel Hill Riesling Sauvignon Blanc,Balatonboglár Winery,White Wine,"White Wines, Grapey & Floral",79.0,Hungary,Lake Balaton,Balatonboglár,2195,8472.0
,,,,,,,,,,,,,,,464301,4643,JP Chenet Cabernet-Syrah Organic,Les Grands Chais de France,Red Wine,"Red Wines, Soft & Berry-like",79.0,France,Languedoc-Roussillon,VdP d'Oc,1141869,5.0
13.0,regular in-store stock,['Merlot'],Glass bottle,0.5,Domaine Wines Sweden AB,7.0,4.0,9.0,7.0,0.0,"[{'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockRoughness', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fläsk', 'Lamm']",2022.0,750 ml,2229901,22299,Domaine Lalande Réserve Merlot,Domaine Lalande,Red Wine,"Red Wines, Fruity & Flavorful",79.0,France,Languedoc-Roussillon,VdP d'Oc,39999,124970.0
,,,,,,,,,,,,,,,205701,2057,Sangre de Toro Organic Garnacha,Miguel Torres SA,Red Wine,"Red Wines, Fruity & Flavorful",79.0,Spain,Katalonien,Katalonien,19503180,36949.0
,,,,,,,,,,,,,,,268001,2680,Manifesto Nero d'Avola,Nordic Sea Winery,Red Wine,"Red Wines, Fruity & Flavorful",79.0,Italian,Sicilian,Sicilian,860934,59528.0
,,,,,,,,,,,,,,,7322001,73220,Piccini Prosecco Extra Dry,Piccini,Sparkling Wine,"Sparkling Wines, Dry",79.0,Italian,Italian,Italian,24395533,4329.0
,,,,,,,,,,,,,,,600401,6004,Pulenta Sauvignon Blanc,Bodegas y Viñedos Hugo y Eduardo Pulenta,White Wine,"White Wines, Fresh & Fruity",79.0,Argentina,Cuyo,Mendoza,24395700,376.0
,,,,,,,,,,,,,,,740801,7408,LXRY Sparkling,Quarisa Wines,Sparkling Wine,Sparkling Wines,79.0,Australia,Australia,Australia,36781501,43377.0
12.5,available on order,['Sauvignon blanc'],Glass bottle,0.5,Iconic Wines,4.0,1.0,10.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Fisk', 'Grönsaker', 'Skaldjur']",2021.0,750 ml,214801,2148,Ca' di Rajo Sauvignon Blanc,Ca’ di Rajo,White Wine,"White Wines, Fresh & Fruity",79.0,Italian,Friuli-Venezia-Giulia,Friuli-Venezia-Giulia,24577280,2828.0
13.0,available on order,"['Feteasca alba', 'Viorica', 'Feteasca regala']",lighter glass bottle,0.0,Wine Affair Scandinavia AB,4.0,1.0,9.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fisk', 'Grönsaker', 'Skaldjur']",2021.0,750 ml,269101,2691,Castel Mimi Cuvée Belle Fée,Castel Mimi SRL,White Wine,"White Wines, Fresh & Fruity",79.0,Moldavien,Codru,Codru,29068434,8743.0
11.5,regular in-store stock,[],Glass bottle,0.6,The Wine Team Global AB,6.0,1.0,9.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fisk', 'Fågel', 'Grönsaker', 'Sällskapsdryck']",,750 ml,5008201,50082,El Mar Cava Rosé Brut,Vinimundi AB,Sparkling Wine,"Sparkling Wines, Rosé",79.0,Spain,Cava,Cava,24555658,87052.0
9.5,regular in-store stock,['Riesling'],Glass bottle,2.4,Morningstar Brands AB,4.0,1.0,10.0,0.0,3.0,"[{'key': 'TasteClockSweetness', 'value': 3}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Buffémat', 'Fisk', 'Skaldjur']",2021.0,750 ml,5506501,55065,Catch & Release Riesling,Peter Mertes,White Wine,"White Wines, Fresh & Fruity",79.0,Germany,Germany,Germany,24675820,17420.0
,,,,,,,,,,,,,,,5506201,55062,Il Barone Cava,ViniMundi,Sparkling Wine,"Sparkling Wines, Semi-dry",79.0,Spain,Cava,Cava,24675818,227999.0
,,,,,,,,,,,,,,,5544101,55441,Albert Schoech Gewurztraminer,Albert Schoech,White Wine,White Wines,79.0,France,Alsace,Alsace,37259561,81.0
,,,,,,,,,,,,,,,47001601,470016,Leydens Vale Sauvignon Blanc Semillon,Blue Pyrenees Estate,White Wine,White Wines,79.0,Australia,Australia,Australia,577751,4.0
,,,,,,,,,,,,,,,310401,3104,Alma do Tejo,"Terreiro, Lda",Red Wine,"Red Wines, Fruity & Flavorful",79.0,Portugal,Tagus,Tagus,1133513,2090.0
,,,,,,,,,,,,,,,5326801,53268,Pata Negra Cava Semi Seco,J Garcia Carrión,Sparkling Wine,"Sparkling Wines, Semi-dry",79.0,Spain,Cava,Cava,33433680,67157.0
,,,,,,,,,,,,,,,741301,7413,Lindeman's Bin 30 Sparkling Rosé,Lindemans,Sparkling Wine,"Sparkling Wines, Rosé",79.0,Australia,South Eastern Australia,South Eastern Australia,7555323,45619.0
8.5,regular in-store stock,"['Colombard', 'Chenin blanc']",lighter glass bottle,0.0,Concealed Wines AB,3.0,1.0,9.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 3}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fisk', 'Grönsaker', 'Skaldjur']",2023.0,750 ml,515001,5150,Four Cousins Crisp White,Van Loveren Vineyards,White Wine,"White Wines, Fresh & Fruity",79.0,South Africa,Western Cape,Robertson,7427770,30393.0
,,,,,,,,,,,,,,,759501,7595,Signature Organic Xarel-lo Macabeo Chardonnay 1+1=3 Selección Familia,1+1=3 U Mes U Fan Tres S.L.,White Wine,"White Wines, Fresh & Fruity",79.0,Spain,Katalonien,Penedès,24447372,325.0
,,,,,,,,,,,,,,,7037801,70378,Umbala Chenin Blanc,Nordic Sea Winery,White Wine,White Wines,79.0,South Africa,South Africa,South Africa,579472,25.0
,,,,,,,,,,,,,,,261401,2614,Palaios Escolha,"Casa Vila Verde - Sociedade Agricola, Lda",White Wine,"White Wines, Fresh & Fruity",79.0,Portugal,Vinho Verde,Vinho Verde,24567855,3053.0
,,,,,,,,,,,,,,,5239101,52391,Pinot Noir Cuvée Celeste,Fields Wine Company AB,Red Wine,"Red Wines, Soft & Berry-like",79.0,France,Languedoc-Roussillon,Pays d'Oc,24608405,115434.0
,,,,,,,,,,,,,,,7718501,77185,Pizzolato Spumante d'Italia Bianco Extra Dry,La Cantina Pizzolato,Sparkling Wine,"Sparkling Wines, Dry",79.0,Italian,Italian,Italian,866390,819740.0
,,,,,,,,,,,,,,,637601,6376,Lindemans Bin 40 Merlot,Lindemans,Red Wine,"Red Wines, Fruity & Flavorful",79.0,Australia,South Eastern Australia,South Eastern Australia,42572,119.0
,,,,,,,,,,,,,,,2201801,22018,Porta 6 Branco,Vidigal wines,White Wine,"White Wines, Fresh & Fruity",79.0,Portugal,Lisbon,Lisbon,24425644,154009.0
13.0,regular in-store stock,"['Catarratto', 'Zibibbo']",lighter glass bottle,1.3,Anora Sweden AB,4.0,1.0,9.0,0.0,2.0,"[{'key': 'TasteClockSweetness', 'value': 2}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fisk', 'Fågel', 'Grönsaker']",2022.0,750 ml,5520801,55208,CHILL OUT Terre Siciliane Catarratto Zibibbo Organic,Anora Group PLC,White Wine,"White Wines, Fresh & Fruity",79.0,Italian,Sicilian,Terre Siciliane,24678951,9849.0
,,,,,,,,,,,,,,,7161001,71610,KWV Cuvée Rosé,KWV,Sparkling Wine,"Sparkling Wines, Rosé",79.0,South Africa,South Africa,South Africa,10616304,215697.0
,,,,,,,,,,,,,,,7382901,73829,Rubin Car Lazar,Rubin AD,Red Wine,Red Wines,79.0,Serbia,Serbia,Serbia,15355450,42.0
,,,,,,,,,,,,,,,634601,6346,Castelforte Rosso Veneto,Cantine Riondo,Red Wine,"Red Wines, Spicy & Robust",79.0,Italian,Venetien,Venetien,832499,71.0
13.0,available on order,[],Glass bottle,0.0,Spendrups Bryggeri AB,0.0,0.0,0.0,0.0,0.0,[],[],2022.0,750 ml,8377201,83772,Castillo de Benizar Tempranillo,Bodegas Ayuso,Red Wine,Red Wines,79.0,Spain,Kastilien-La Mancha,La Mancha,29151,184.0
,,,,,,,,,,,,,,,7560101,75601,Rubin Carica Milica,Rubin AD,Red Wine,Red Wines,79.0,Serbia,Serbia,Serbia,15355451,30.0
,,,,,,,,,,,,,,,250601,2506,Porta 6 Vinho Verde,Caves Vidigal,White Wine,"White Wines, Fresh & Fruity",79.0,Portugal,Vinho Verde,Vinho Verde,37097825,3849.0
,,,,,,,,,,,,,,,5958201,59582,Il Capolavoro Rosso Organico,Globus Wine,Red Wine,Red Wines,79.0,Italian,Italian,Italian,31835489,6.0
13.5,available on order,['Chardonnay'],lighter glass bottle,0.0,Premiumpartners AB,7.0,8.0,9.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fisk', 'Fläsk', 'Fågel']",2018.0,750 ml,201501,2015,Fleur du Cap Chardonnay,Bergkelder,White Wine,"White Wines, Full-bodied & Flavorful",79.0,South Africa,Western Cape,Western Cape,45700,2178.0
,,,,,,,,,,,,,,,8230101,82301,Ruby Prosecco Rosé Organic Extra Dry,Arcus WineBrands Sweden AB,Sparkling Wine,"Sparkling Wines, Rosé",79.0,Italian,Venetien,Prosecco,24547579,1474.0
,,,,,,,,,,,,,,,219601,2196,Château Haut Chevalier,Michel Clamens,Red Wine,"Red Wines, Fruity & Flavorful",79.0,France,Bordeaux,Bordeaux,21955597,5.0
,,,,,,,,,,,,,,,5090101,50901,¡H! Barcelona Sparkling Brut,Barcelona Brands S.L,Sparkling Wine,Sparkling Wines,79.0,Spain,Spain,Spain,34857266,86798.0
,,,,,,,,,,,,,,,5961301,59613,Je m'appelle Belle Blanc de Blancs Brut,Veuve Ambal,Sparkling Wine,"Sparkling Wines, Dry",79.0,France,France,France,31968076,23690.0
,,,,,,,,,,,,,,,267501,2675,Saint Auriol Grand Blanc,Les Domaines Auriol,White Wine,"White Wines, Fresh & Fruity",79.0,France,Languedoc-Roussillon,Pays d'Oc,24680838,111575.0
,,,,,,,,,,,,,,,3236401,32364,Mauro Primitivo Alberello,Nordic Sea Winery,Red Wine,"Red Wines, Fruity & Flavorful",79.0,Italian,Apulia,Salento,24248,167613.0
,,,,,,,,,,,,,,,7953301,79533,P.Lex Piemonte Barbera,Cantina Terre del Barolo,Red Wine,"Red Wines, Fruity & Flavorful",79.0,Italian,Piedmont,Piedmont,24408510,1787.0
,,,,,,,,,,,,,,,7408801,74088,Las Moras Malbec,Finca Las Moras,Red Wine,Red Wines,79.0,Argentina,Cuyo,San Juan,309356,244.0
,,,,,,,,,,,,,,,637401,6374,Lindemans Bin 50 Shiraz,Lindemans,Red Wine,"Red Wines, Fruity & Flavorful",79.0,Australia,South Eastern Australia,South Eastern Australia,24912,75.0
,,,,,,,,,,,,,,,7401701,74017,Brand's Laira Cabernet Sauvignon,Brand's Laira Wines,Red Wine,Red Wines,79.0,Australia,South Australia,Coonawarra,21545008,326.0
,,,,,,,,,,,,,,,200901,2009,Palazzo Mio Rosso,Nordic Sea Winery,Red Wine,"Red Wines, Fruity & Flavorful",79.0,Italian,Apulia,Apulia,431326,2.0
,,,,,,,,,,,,,,,251001,2510,Strangely South Riesling,Pernod Ricard Winemakers,White Wine,"White Wines, Fresh & Fruity",79.0,Australia,South Eastern Australia,South Eastern Australia,36744569,7514.0
,,,,,,,,,,,,,,,7177901,71779,Brand's Laira Chardonnay,Brand's Laira Wines,White Wine,White Wines,79.0,Australia,South Australia,Coonawarra,21545017,90.0
,,,,,,,,,,,,,,,7608601,76086,Pierre Olivier Rosé Prestige Brut,Les Grands Chais de France,Sparkling Wine,"Sparkling Wines, Rosé",79.0,France,France,France,22539470,15618.0
,,,,,,,,,,,,,,,5950401,59504,Holy Goat,Wineworld Sweden AB,Red Wine,Red Wines,79.0,EU,EU,EU,37493556,4469.0
12.5,available on order,"['Mauzac', 'Vermentino', 'Grenache blanc', 'Chasan', 'Chenin blanc']",Glass bottle,0.0,Domaine Wines Sweden AB,4.0,1.0,9.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Buffémat', 'Fisk', 'Grönsaker', 'Skaldjur']",2020.0,750 ml,555201,5552,Claude Val Blanc,Domaines Claude Val,White Wine,"White Wines, Fresh & Fruity",79.0,France,Languedoc-Roussillon,VdP d'Oc,358700,1425.0
,,,,,,,,,,,,,,,5789601,57896,Lynx Riesling,House of Big Wines,White Wine,"White Wines, Fresh & Fruity",79.0,USA,Washington State,Washington State,28073529,4724.0
14.0,regular in-store stock,[],lighter glass bottle,0.7,Winepartners Nordic AB,7.0,4.0,9.0,6.0,0.0,"[{'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockRoughness', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fläsk', 'Grönsaker', 'Lamm']",,750 ml,7478901,74789,Farmers Market Organic,Winepartners Nordic AB,Red Wine,"Red Wines, Spicy & Robust",79.0,Italian,Italian,Italian,10104546,86441.0
,,,,,,,,,,,,,,,249801,2498,Yoga,Bear Creek Winery,Red Wine,"Red Wines, Fruity & Flavorful",79.0,USA,California,California,24397960,644.0
,,,,,,,,,,,,,,,7844001,78440,Pata Negra Organic Cava Brut,J García Carrión,Sparkling Wine,"Sparkling Wines, Dry",79.0,Spain,Cava,Cava,1183574,2842.0
,,,,,,,,,,,,,,,5798101,57981,Pesce Bianco,Iconic Wines,White Wine,"White Wines, Fresh & Fruity",79.0,Italian,Italian,Italian,28183107,2650.0
,,,,,,,,,,,,,,,264501,2645,Vidigal Vinho Verde,Caves Vidigal,White Wine,"White Wines, Fresh & Fruity",79.0,Portugal,Vinho Verde,Vinho Verde,834147,2035.0
,,,,,,,,,,,,,,,638401,6384,Palazzo Mio Grillo,Nordic Sea Winery,White Wine,"White Wines, Fresh & Fruity",79.0,Italian,Sicilian,Sicilian,434548,88349.0
11.0,regular in-store stock,[],Glass bottle,1.0,Nelex Beverage AB,4.0,1.0,9.0,0.0,2.0,"[{'key': 'TasteClockSweetness', 'value': 2}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Aperitif', 'Fisk', 'Grönsaker', 'Sällskapsdryck']",,750 ml,7356601,73566,Gilloria Spumante Brut,Nelex Beverage AB,Sparkling Wine,"Sparkling Wines, Dry",79.0,Italian,Italian,Italian,1191133,358901.0
,,,,,,,,,,,,,,,271301,2713,Sangre de Toro Blanco Organic,Miguel Torres SA,White Wine,"White Wines, Light & Rounded",79.0,Spain,Katalonien,Katalonien,26391677,4647.0
,,,,,,,,,,,,,,,660701,6607,Trivento Malbec,Trivento,Red Wine,"Red Wines, Fruity & Flavorful",79.0,Argentina,Cuyo,Mendoza,52511,679.0
,,,,,,,,,,,,,,,459701,4597,Carta Vieja Sauvignon Blanc,Viña Carta Vieja,White Wine,White Wines,79.0,Chile,Maule,Loncomilla Valley,731322,353.0
,,,,,,,,,,,,,,,5149101,51491,Lisa 1503 Spumante,Oenoforos AB,Sparkling Wine,Sparkling Wines,79.0,Italian,Italian,Italian,34102610,8195.0
13.0,regular in-store stock,['Chenin blanc'],lighter glass bottle,0.0,Morningstar Brands AB,4.0,1.0,9.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Buffémat', 'Fisk', 'Grönsaker', 'Skaldjur']",2022.0,750 ml,2700401,27004,Foot of Africa Chenin Blanc,Kleine Zalze,White Wine,"White Wines, Fresh & Fruity",79.0,South Africa,Western Cape,Western Cape,50194,35138.0
,,,,,,,,,,,,,,,2007201,20072,Peñamonte Tinta de Toro,Bodegas Torreduero S.A.,Red Wine,"Red Wines, Fruity & Flavorful",79.0,Spain,Kastilien-León,Toro,34855891,27930.0
,,,,,,,,,,,,,,,5445801,54458,Tr3 Apor Gyllene Bubblor Moscato,Enjoy Wine & Spirits,Sparkling Wine,"Sparkling Wines, Sweet",79.0,Spain,Spain,Spain,34985917,49806.0
,,,,,,,,,,,,,,,5295801,52958,MZ Raval by Måns Zelmerlöw,Barcelona Brands S.L,Red Wine,"Red Wines, Spicy & Robust",79.0,Spain,Katalonien,Terra Alta,24625057,3803.0
,,,,,,,,,,,,,,,5111701,51117,Pinot Noir for you and for me,Globus Wine,Red Wine,"Red Wines, Soft & Berry-like",79.0,Moldavien,Moldavien,Moldavien,35910252,11483.0
13.5,regular in-store stock,['Pinot noir'],lighter glass bottle,0.0,VCT Sweden AB,5.0,4.0,10.0,4.0,0.0,"[{'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockRoughness', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Buffémat', 'Fläsk', 'Fågel', 'Grönsaker']",2022.0,750 ml,660301,6603,Casillero del Diablo Reserva Pinot Noir,Concha y Toro,Red Wine,"Red Wines, Soft & Berry-like",79.0,Chile,Aconcagua,Casablanca,552297,36042.0
,,,,,,,,,,,,,,,7116201,71162,Trois Maisons Rouge,Provin,Red Wine,Red Wines,79.0,France,Bordeaux,Bordeaux,24446968,254.0
11.0,available on order,[],Glass bottle,0.0,Fields Wine Company AB,0.0,0.0,0.0,0.0,0.0,[],[],,750 ml,5686901,56869,Casteloro Spumante,Fields Wine Company AB,Sparkling Wine,Sparkling Wines,79.0,Italian,Italian,Italian,38027720,4719.0
,,,,,,,,,,,,,,,630201,6302,Gurra Gurra Creek Shiraz,Nordic Sea Winery,Red Wine,"Red Wines, Fruity & Flavorful",79.0,Australia,South Australia,Riverland,440854,134171.0
,,,,,,,,,,,,,,,201001,2010,Cacadu Ridge Bin 14 Cabernet sauvignon Shiraz,Oenoforos S A,Red Wine,"Red Wines, Fruity & Flavorful",79.0,Australia,South Eastern Australia,South Eastern Australia,164272,12.0
